,ARR_Airline,AC_TYPE,STA_Weekday,STA_time_of_the_day,STA_Month,Registration,Arr_Stand
3020,JU,319,6,1020,1,YUAPJ,C2
3021,WZZ,32A,6,1030,1,HALYP,A5
3022,JU,319,6,1030,1,YUAPF,C5
3023,KK,321,6,1050,1,TCETV,C4
3024,AZ,320,6,1070,1,EIDSU,A3
3025,OS,DH4,6,1070,1,OELGL,A6
3026,SU,320,6,1075,1,VPBKY,C1
3027,YM,E95,6,1085,1,4OAOB,A2
3028,WZZ,320,6,1085,1,HALWC,A4
3029,LX,320,6,1160,1,HBJLR,A1
3030,FRV,GLF5,6,1160,1,CNMMT,B5
3031,TK,321,6,1170,1,TCJRA,C2
3032,JU,AT7,6,1200,1,YUALN,C9
3033,SU,32A,6,1315,1,VPBNT,A4
3034,JU,AT7,6,1330,1,YUALP,C7
3035,JU,319,6,1340,1,YUAPE,A2
3036,JU,AT7,6,1340,1,YUALT,C10
3037,JU,319,6,1340,1,YUAPI,A6
3038,JU,319,6,1345,1,YUAPF,C1
3039,WZZ,32A,6,1370,1,HALYP,A5
3040,JU,319,6,1375,1,YUAPC,C4
3041,WZZ,320,6,1375,1,HALWC,A7
3042,JU,319,6,1375,1,YUAPD,A1
3043,JU,319,6,1400,1,YUAPJ,A3
3044,JU,AT7,6,1405,1,YUALN,C9
3045,LH,320,6,1420,1,DAIZN,C6
3046,EY,32A,0,320,1,A6EJA,C1
3047,JU,AT7,0,325,1,YUALP,C9
3048,JU,AT7,0,330,1,YUALN,C7
3049,JU,319,0,350,1,YUAPF,A2
3050,TK,73H,0,485,1,TCJGC,A1
3051,YM,E95,0,495,1,4OAOC,A3
3052,YM,E95,0,495,1,4OAOA,A2
3053,EZS,319,0,510,1,HBJYG,C2
3054,RO,AT5,0,525,1,YRATC,C9
3055,JU,AT7,0,550,1,YUALP,C7
3056,JU,319,0,560,1,YUAPJ,C4
3057,B2,CR2,0,570,1,EW303PJ,A4
3058,SLOVEN,510,0,590,1,S5CMM,A14-3
3059,WZZ,320,0,600,1,HALWC,A5
3060,DY,738,0,605,1,LNDYP,C2
3061,PNC,525,0,630,1,YUSCJ,A13-3
3062,QR,321,0,640,1,A7ADT,A1
3063,JU,AT7,0,645,1,YUALV,C8
3064,JU,319,0,650,1,YUAPE,C3
3065,AZ,320,0,650,1,EIDTL,A3
3066,JU,AT7,0,665,1,YUALO,C10
3067,JU,AT7,0,665,1,YUALT,B5
3068,JU,319,0,670,1,YUAPF,A4
3069,KK,321,0,675,1,TCAGI,A2
3070,JU,AT7,0,685,1,YUALN,C9
3071,WZZ,320,0,690,1,HALWF,A7
3072,PC,3N0,0,695,1,TCNBO,C4
3073,JU,319,0,695,1,YUAPC,C6
3074,SU,32A,0,715,1,VPBLP,A5
3075,JU,319,0,735,1,YUAPA,C5
3076,JU,AT7,0,745,1,YUALP,C9
3077,JU,319,0,750,1,YUAPD,C2
3078,LH,320,0,760,1,DAIPD,A3
3079,LH,E95,0,760,1,DAEMD,A1
3080,JU,AT7,0,790,1,YUALV,C8
3081,LO,E70,0,810,1,SPLDI,A2
3082,A3,320,0,820,1,SXDVW,C1
3083,LX,CS3,0,840,1,HBJCG,A4
3084,OS,DH4,0,850,1,OELGE,C4
3085,WZZ,320,0,895,1,HALWC,A5
3086,YM,E95,0,935,1,4OAOA,A3
3087,JU,319,0,965,1,YUAPC,C6
3088,JU,AT7,0,970,1,YUALT,C8
3089,LO,E75,0,980,1,SPLID,A1
3090,LH,CR9,0,980,1,DACNI,A4
3091,JU,AT7,0,1000,1,YUALN,C7
3092,POLAND,E50P,0,1005,1,SPIAF,A14-2
3093,JU,319,0,1005,1,YUAPF,C3
3094,JU,319,0,1020,1,YUAPJ,C4
3095,JU,319,0,1030,1,YUAPE,C1
3096,OS,DH4,0,1070,1,OELGA,A3
3097,SU,320,0,1075,1,VPBWE,A2
3098,YM,E95,0,1125,1,4OAOC,A4
3099,TK,32B,0,1170,1,TCJTD,A1
3100,OS,DH4,0,1290,1,OELGM,A4
3101,JU,AT7,0,1310,1,YUALO,C7
3102,JU,319,0,1320,1,YUAPF,C3
3103,SU,320,0,1320,1,VPBET,A2
3104,JU,AT7,0,1340,1,YUALN,C8
3105,JU,319,0,1340,1,YUAPE,C6
3106,JU,319,0,1340,1,YUAPA,C2
3107,JU,319,0,1350,1,YUAPJ,C4
3108,WZZ,320,0,1370,1,HALWC,A9
3109,JU,319,0,1375,1,YUAPD,C5
3110,LH,32A,0,1415,1,DAIWC,A1
3111,WZZ,32A,1,20,1,HALYR,A3
3112,EY,32A,1,320,1,A6EIU,A2
3113,JU,AT7,1,325,1,YUALO,C7
3114,EZS,32A,1,485,1,HBJXL,A3
3115,TK,73H,1,485,1,TCJVI,A1
3116,YM,E95,1,495,1,4OAOA,A6
3117,YM,E95,1,495,1,4OAOB,A5
3118,RO,AT5,1,525,1,YRATE,C7
3119,JU,AT7,1,565,1,YUALO,C8
3120,QR,320,1,640,1,A7AHD,A1
3121,JU,AT7,1,645,1,YUALV,C9
3122,JU,319,1,650,1,YUAPC,C6
3123,HV,73W,1,660,1,PHXRB,A5
3124,JU,AT7,1,665,1,YUALP,C10
3125,JU,319,1,670,1,YUAPJ,C4
3126,JU,AT7,1,685,1,YUALN,C7
3127,RSD,A81,1,690,1,RA61720,B5
3128,TU,736,1,695,1,TSIOL,A4
3129,WZZ,32A,1,710,1,HALYR,A8
3130,SU,32A,1,715,1,VPBTO,C2
3131,FZ,7M8,1,735,1,A6MAX,C5
3132,JU,319,1,750,1,YUAPD,C1
3133,LH,E95,1,760,1,DAEBB,A3
3134,LH,3N0,1,770,1,DAINP,C3
3135,WZ,320,1,780,1,VPBWY,A1
3136,LO,E75,1,810,1,SPLIA,A2
3137,LX,320,1,840,1,HBIJM,C4
3138,OS,DH4,1,850,1,OELGL,A4
3139,NJE,56X,1,885,1,CSDXR,A12-3
3140,FRF,SF3,1,885,1,HATAD,A11-1
3141,JU,319,1,955,1,YUAPE,A2
3142,JU,AT7,1,970,1,YUALP,C9
3143,JU,AT7,1,975,1,YUALV,C10
3144,JU,319,1,975,1,YUAPJ,C3
3145,JU,AT7,1,975,1,YUALO,C7
3146,LH,319,1,980,1,DAIBF,C5
3147,ST,321,1,985,1,DASTM,A1
3148,JU,AT7,1,1005,1,YUALN,C8
3149,JU,319,1,1020,1,YUAPA,C4
3150,AZ,320,1,1070,1,EIDTA,C1
3151,OS,DH4,1,1070,1,OELGK,A6
3152,SU,320,1,1075,1,VQBAY,A3
3153,WZZ,32A,1,1085,1,HALYR,A5
3154,WZZ,320,1,1095,1,HALWC,A4
3155,YM,E95,1,1125,1,4OAOC,A2
3156,TK,321,1,1170,1,TCJRF,A1
3157,OS,DH4,1,1290,1,OELGI,A3
3158,JU,AT7,1,1305,1,YUALN,C8
3159,JU,AT7,1,1310,1,YUALP,C7
3160,SU,32A,1,1325,1,VPBTO,A5
3161,JU,AT7,1,1330,1,YUALO,C9
3162,JU,AT7,1,1340,1,YUALV,C10
3163,JU,319,1,1340,1,YUAPE,C2
3164,JU,319,1,1350,1,YUAPA,C4
3165,JU,319,1,1360,1,YUAPC,C3
3166,JU,319,1,1380,1,YUAPD,C1
3167,WZZ,32A,1,1395,1,HALYR,A9
3168,LH,32A,1,1415,1,DAIZW,A4
3169,ITALY,P46T,4,840,2,IHIPB,A14-1
3170,AHO,56X,4,840,2,DCEFO,A13-3
3171,SRB,FA50,4,450,2,YUBNA,B2
3172,WZZ,320,3,1095,1,HALWC,A9
3173,OS,DH4,3,470,1,OELGE,A6
3174,JU,AT7,3,30,1,YUALT,C7
3175,JU,AT7,3,425,1,YUALP,C6
3176,JU,319,3,410,1,YUAPI,A3
3177,JU,319,3,475,1,YUAPE,C2
3178,JU,AT7,3,410,1,YUALO,C10
3179,JU,319,3,405,1,YUAPJ,A5
3180,JU,319,3,420,1,YUAPF,A4
3181,JU,AT7,3,20,1,YUALN,C8
3182,WZZ,32A,3,1115,1,HALYR,A8
3183,JU,319,3,400,1,YUAPD,C1
3184,JU,319,3,400,1,YUAPA,C5
3185,LH,319,3,410,1,DAILI,A1
3186,EY,32A,3,735,1,A6EIW,A2
3187,JU,AT7,3,415,1,YUALN,C7
3188,JU,AT7,3,435,1,YUALT,C8
3189,TK,321,3,540,1,TCJMI,C6
3190,YM,E95,3,535,1,4OAOA,A4
3191,YM,E95,3,535,1,4OAOC,A3
3192,JU,319,3,610,1,YUAPC,C1
3193,RO,AT5,3,560,1,YRATA,A10
3194,JU,AT7,3,830,1,YUALN,C8
3195,MDF,SW4,3,1005,1,SXBMT,A13-4
3196,QR,320,3,700,1,A7AHF,C6
3197,JU,AT7,3,815,1,YUALV,C9
3198,JU,319,3,740,1,YUAPF,A6
3199,JU,319,3,1020,1,YUAPI,C5
3200,HV,73H,3,705,1,PHHZE,A5
3201,JU,319,3,740,1,YUAPJ,C2
3202,JU,AT7,3,830,1,YUALT,C10
3203,JU,AT7,3,795,1,YUALP,C7
3204,JU,AT7,3,800,1,YUALO,B4
3205,PC,73H,3,765,1,TCCRG,C1
3206,SU,32A,3,775,1,VQBRV,A1
3207,JU,319,3,815,1,YUAPA,A7
3208,FZ,7M8,3,780,1,A6FMI,A3
3209,REPSRP,525,3,840,1,E7SMS,A12-4
3210,JU,319,3,1025,1,YUAPD,C2
3211,EZS,32A,3,790,1,HBJXL,C3
3212,LH,32A,3,815,1,DAIUP,A5
3213,LH,E95,3,795,1,DAEMD,A4
3214,LX,320,3,880,1,HBIJR,C1
3215,OS,DH4,3,910,1,OELGL,A3
3216,B2,CR2,3,910,1,EW303PJ,A4
3217,NJE,56X,3,1020,1,CSDXR,A12-3
3218,YM,E95,3,975,1,4OAOA,A2
3219,JU,319,3,1075,1,YUAPE,C1
3220,JU,AT7,3,1105,1,YUALT,C7
3221,JU,319,3,1065,1,YUAPA,C6
3222,JU,AT7,3,1115,1,YUALN,C8
3223,JU,AT7,3,1100,1,YUALO,C10
3224,JU,319,3,1060,1,YUAPF,C4
3225,JU,AT7,4,425,2,YUALV,C9
3226,LH,CR9,3,1015,1,DACKK,A5
3227,LO,E95,3,1015,1,SPLNA,A3
3228,JU,AT7,3,1145,1,YUALP,A6
3229,JU,319,3,1080,1,YUAPJ,C3
3230,JU,319,3,1085,1,YUAPC,A1
3231,AXG,750,3,1110,1,DBEAR,A11-2
3232,AZ,320,3,1120,1,EIEIB,A2
3233,OS,DH4,3,1100,1,OELGP,C5
3234,SU,320,3,1125,1,VQBAY,A4
3235,YM,E95,3,1165,1,4OAOC,A3
3236,RO,AT5,3,1180,1,YRATB,C7
3237,TK,321,3,1225,1,TCJRF,C2
3238,OS,DH4,4,470,2,OELGE,A6
3239,JU,AT7,4,415,2,YUALO,C10
3240,JU,AT7,4,450,2,YUALP,C8
3241,SU,32A,3,1415,1,VPBFA,C3
3242,JU,AT7,4,435,2,YUALN,C7
3243,JU,319,4,395,2,YUAPC,C6
3244,JU,319,4,410,2,YUAPA,C1
3245,JU,319,4,25,2,YUAPF,C4
3246,JU,319,4,400,2,YUAPD,A1
3247,WZZ,32A,4,375,2,HALYR,A4
3248,JU,319,4,400,2,YUAPI,C2
3249,LH,320,4,410,2,DAIQW,A3
3250,WZZ,320,4,390,2,HALWC,A5
3251,EY,32A,4,735,2,A6EJA,A2
3252,TK,73H,4,540,2,TCJFV,A1
3253,YM,E95,4,535,2,4OAOA,A5
3254,YM,E95,4,535,2,4OAOC,A4
3255,EZS,319,4,545,2,HBJYG,A3
3256,RO,AT5,4,560,2,YRATE,C7
3257,JU,319,4,610,2,YUAPF,C1
3258,JU,AT7,4,595,2,YUALO,C10
3259,MDF,SW4,4,720,2,SXBMT,A11-1
3260,WZZ,32A,4,630,2,HALYR,A7
3261,QR,321,4,700,2,A7ADT,A1
3262,JU,AT7,4,675,2,YUALV,C9
3263,JU,319,4,795,2,YUAPE,C4
3264,AZ,319,4,705,2,EIIMI,A4
3265,MDF,SW4,4,1005,2,SXBGU,A13-4
3266,JU,319,4,795,2,YUAPC,C2
3267,JU,733,4,1080,2,YUANK,A6
3268,JU,AT7,4,805,2,YUALP,C8
3269,JU,AT7,4,800,2,YUALN,C7
3270,JU,319,4,740,2,YUAPA,C6
3271,KK,320,4,735,2,TCATT,A5
3272,WZZ,320,4,735,2,HALWC,A8
3273,JU,319,4,1065,2,YUAPI,C5
3274,PC,3N0,4,765,2,TCNBF,C3
3275,SU,32A,4,775,2,VPBAD,A3
3276,JU,319,4,815,2,YUAPD,C1
3277,EZY,32A,4,790,2,OEIJJ,A1
3278,LH,321,4,795,2,DAIDC,A7
3279,JU,AT7,4,830,2,YUALV,C9
3280,LH,32A,4,815,2,DAIUF,A4
3281,PNC,P44,4,750,2,YUBSC,A11-3
3282,LO,E95,4,845,2,SPLNL,A2
3283,A3,320,4,865,2,SXDVK,A5
3284,TK,31Y,4,930,2,TCVEL,B7
3285,LX,320,4,895,2,HBJLR,C3
3286,JU,AT7,4,1100,2,YUALO,C10
3287,OS,DH4,4,910,2,OELGP,A3
3288,JSH,525,4,1030,2,HAKAR,A14-2
3289,WZZ,32A,4,940,2,HALYR,A4
3290,SWEDEN,414,4,960,2,SEFZL,A14-3
3291,JU,320,4,1080,2,YUAPG,A1
3292,JU,319,4,1025,2,YUAPD,C6
3293,JU,AT7,4,1060,2,YUALV,C9
3294,JU,AT7,4,1145,2,YUALN,C7
3295,JU,319,4,1055,2,YUAPE,C3
3296,JU,AT7,4,1105,2,YUALP,C8
3297,LO,E70,4,1015,2,SPLDI,A3
3298,LH,32A,4,1020,2,DAIUV,A4
3299,JU,319,4,1095,2,YUAPA,C4
3300,JU,AT7,4,1115,2,YUALT,A2
3301,JU,319,4,1070,2,YUAPF,C1
3302,WZZ,320,4,1060,2,HALWC,A5
3303,JU,319,4,1085,2,YUAPC,C2
3304,OS,DH4,4,1100,2,OELGL,C6
3305,SU,320,4,1125,2,VPBET,A3
3306,YM,E95,4,1125,2,4OAOC,A4
3307,TK,321,4,1225,2,TCJRD,A1
3308,YM,E95,4,1215,2,4OAOB,A2
3309,RO,AT5,4,1250,2,YRATA,A5
3310,OS,DH4,5,470,2,OELGJ,A6
3311,JU,AT7,5,435,2,YUALO,C8
3312,JU,AT7,5,415,2,YUALN,C9
3313,SU,320,4,1415,2,VPBIP,A2
3314,JU,319,4,1395,2,YUAPC,A5
3315,JU,AT7,5,410,2,YUALP,C7
3316,JU,AT7,5,450,2,YUALT,C10
3317,JU,319,5,395,2,YUAPE,C5
3318,JU,319,5,610,2,YUAPA,C1
3319,JU,AT7,5,425,2,YUALV,A7
3320,WZZ,320,5,375,2,HALWC,A8
3321,JU,319,5,410,2,YUAPF,C4
3322,JU,319,4,1435,2,YUAPD,A3
3323,JU,319,5,390,2,YUAPI,C3
3324,LH,3N0,5,410,2,DAINN,A1
3325,WZZ,32A,5,755,2,HALYR,A9
3326,EY,320,5,735,2,A6EIR,A2
3327,JU,319,5,400,2,YUAPD,C2
3328,JU,319,5,400,2,YUAPJ,A3
3329,PINK,56X,5,495,2,YUPNK,A12-3
3330,TK,321,5,540,2,TCJMI,C2
3331,YM,E95,5,535,2,4OAOA,A4
3332,LX,320,5,565,2,HBJLQ,A1
3333,PNC,56X,5,600,2,YUSVL,A12-2
3334,JU,AT7,5,595,2,YUALN,C7
3335,B2,735,5,610,2,EW253PA,A3
3336,YM,E95,5,615,2,4OAOC,A5
3337,QR,321,5,700,2,A7AIA,A4
3338,JU,AT7,5,675,2,YUALV,C8
3339,JU,319,5,740,2,YUAPC,A5
3340,AZ,320,5,700,2,EIDTL,C2
3341,JU,AT7,5,805,2,YUALO,B4
3342,JU,AT7,5,795,2,YUALT,C10
3343,JU,319,5,815,2,YUAPE,C5
3344,WZZ,320,5,755,2,HALWC,A8
3345,SU,320,5,775,2,VQBIW,C6
3346,FZ,7M8,5,780,2,A6FMI,A3
3347,JU,319,5,1080,2,YUAPD,A1
3348,JU,AT7,5,795,2,YUALN,C9
3349,LH,32A,5,805,2,DAIZY,C2
3350,LH,CR9,5,795,2,DACNI,A4
3351,JU,AT7,5,800,2,YUALV,C8
3352,WZ,320,5,840,2,VPBWY,A2
3353,LO,E95,5,845,2,SPLNB,A5
3354,LX,CS3,5,885,2,HBJCG,C1
3355,OS,DH4,5,910,2,OELGJ,A4
3356,YM,E95,5,975,2,4OAOA,A3
3357,JU,319,5,1075,2,YUAPE,C4
3358,JU,AT7,5,1115,2,YUALV,C6
3359,JU,319,5,1065,2,YUAPC,C2
3360,JU,AT7,6,590,2,YUALT,C9
3361,JU,AT7,6,415,2,YUALO,C8
3362,LH,CR9,5,1015,2,DACKF,A2
3363,SANMAR,525C,6,540,2,T7BSG,A14-1
3364,SU,320,5,1125,2,VQBIV,C3
3365,WZZ,32A,5,1115,2,HALYR,A4
3366,WZZ,320,5,1140,2,HALWC,A3
3367,YM,E95,5,1165,2,4OAOC,A5
3368,JAI,AT7,6,720,2,VTJCY,B3
3369,TK,321,5,1225,2,TCJMI,A1
3370,DY,738,5,1260,2,LNNHA,A4
3371,SU,32A,5,1415,2,VPBJA,A1
3372,JU,AT7,6,425,2,YUALV,C10
3373,JU,319,6,410,2,YUAPD,C3
3374,JU,319,6,405,2,YUAPC,C6
3375,WZZ,32A,6,735,2,HALYR,A8
3376,LH,321,6,410,2,DAISR,A5
3377,WZZ,320,6,755,2,HALWC,A9
3378,SM,320,6,330,2,SUBTM,A2
3379,EY,32A,6,735,2,A6EIU,C2
3380,TK,73H,6,540,2,TCJVI,A1
3381,EZS,319,6,540,2,HBJYI,A4
3382,JU,AT7,6,595,2,YUALO,C7
3383,YM,E95,6,615,2,4OAOC,A2
3384,BULGAR,P46T,6,660,2,LZSPG,A12-3
3385,QR,321,6,700,2,A7AIC,A1
3386,TEU,CL60,6,1080,2,9HVVP,A11-1
3387,JU,AT7,6,795,2,YUALV,C10
3388,JU,319,6,1025,2,YUAPE,C5
3389,JU,319,6,740,2,YUAPI,C6
3390,PNC,P44,6,720,2,YUBSC,A11-3
3391,HV,73H,6,705,2,PHHZX,A5
3392,JU,319,6,795,2,YUAPF,A6
3393,JU,319,6,795,2,YUAPC,A3
3394,JU,319,6,815,2,YUAPD,A2
3395,PC,73H,6,765,2,TCCPU,A7
3396,JU,319,6,830,2,YUAPJ,C1
3397,SU,32A,6,775,2,VPBTC,A4
3398,FZ,7M8,6,780,2,A6FMF,A1
3399,JU,AT7,6,805,2,YUALO,C4
3400,EZY,320,6,790,2,OEIZL,C3
3401,JU,AT7,6,1060,2,YUALT,C9
3402,LH,321,6,815,2,DAIRL,C2
3403,LX,320,6,895,2,HBJLQ,A4
3404,OS,DH4,6,910,2,OELGH,A3
3405,EY,77X,6,1010,2,A6DDC,N1A
3406,YM,E95,6,975,2,4OAOA,A5
3407,JU,319,6,1050,2,YUAPJ,C4
3408,JU,319,6,1055,2,YUAPD,C1
3409,JU,AT7,6,1090,2,YUALN,C10
3410,JU,AT7,6,1020,2,YUALP,C7
3411,JU,AT7,0,20,2,YUALO,C8
3412,JU,319,6,1065,2,YUAPF,C2
3413,LO,E75,6,1015,2,SPLII,A2
3414,JEI,LJ35,6,1100,2,DCDIM,A12-4
3415,LH,321,6,1230,2,DAIRK,A7
3416,JU,AT7,6,1115,2,YUALV,C6
3417,JU,319,6,1070,2,YUAPI,A1
3418,KK,320,6,1055,2,URAJD,A3
3419,JU,319,6,1080,2,YUAPA,C3
3420,WZZ,32A,6,1060,2,HALYR,A7
3421,JU,319,6,1095,2,YUAPC,A5
3422,OS,DH4,6,1100,2,OELGG,A6
3423,AZ,320,6,1120,2,EIDTD,A2
3424,SU,320,6,1125,2,VPBMF,C5
3425,WZZ,320,6,1115,2,HALWC,A8
3426,YM,100,6,1125,2,4OAOM,A4
3427,LX,320,6,1200,2,HBIJJ,A3
3428,TK,73H,6,1225,2,TCJHF,A1
3429,JU,AT7,6,1245,2,YUALP,C7
3430,SU,32A,6,1415,2,VPBTC,A5
3431,JU,319,0,400,2,YUAPD,C2
3432,JU,319,0,25,2,YUAPA,C1
3433,JU,AT7,0,30,2,YUALV,C7
3434,JU,319,6,1395,2,YUAPC,A2
3435,JU,AT7,0,450,2,YUALN,C10
3436,JU,319,6,1420,2,YUAPJ,C4
3437,WZZ,32A,0,375,2,HALYR,A4
3438,JU,319,0,410,2,YUAPE,C6
3439,WZZ,320,0,390,2,HALWC,A3
3440,JU,319,0,400,2,YUAPI,A1
3441,JU,319,0,400,2,YUAPF,C5
3442,JU,AT7,0,435,2,YUALP,C9
3443,LH,319,0,410,2,DAILX,C3
3444,EY,32A,0,735,2,A6EIS,A2
3445,JU,AT7,0,410,2,YUALO,C8
3446,JU,AT7,0,425,2,YUALV,C7
3447,JU,319,0,410,2,YUAPJ,C1
3448,OS,DH4,0,480,2,OELGH,A4
3449,TK,73J,0,540,2,TCJYL,C4
3450,YM,E95,0,535,2,4OAOA,A5
3451,YM,E95,0,535,2,4OAOB,A3
3452,EZS,319,0,545,2,HBJYC,C2
3453,RO,AT5,0,560,2,YRATC,C7
3454,AMER,EA5,0,1080,2,N27052,A13-2
3455,JU,319,0,610,2,YUAPA,C3
3456,B2,E75,0,610,2,EW341PO,C1
3457,GERMAN,525A,0,1020,2,DISJA,A13-3
3458,WZZ,32A,0,630,2,HALYR,A8
3459,DY,738,0,650,2,LNDYB,A3
3460,QR,321,0,700,2,A7AIA,A5
3461,JU,AT7,0,675,2,YUALV,C8
3462,JU,319,0,845,2,YUAPC,C6
3463,AZ,319,0,705,2,EIIMD,C4
3464,JU,319,0,740,2,YUAPJ,C2
3465,JU,AT7,0,800,2,YUALP,C10
3466,JU,319,0,1075,2,YUAPE,C3
3467,KK,321,0,735,2,TCATR,A6
3468,JU,AT7,0,795,2,YUALO,C9
3469,WZZ,32A,0,940,2,HALYP,A7
3470,JU,319,0,795,2,YUAPF,C1
3471,PC,73H,0,765,2,TCCPU,A1
3472,SU,320,0,775,2,VPBII,A3
3473,JU,319,0,1055,2,YUAPI,C5
3474,JU,319,0,815,2,YUAPD,A4
3475,EZY,319,0,790,2,OELQE,A5
3476,LH,321,0,805,2,DAISW,A2
3477,LH,E95,0,795,2,DAEMD,C4
3478,LO,E75,0,845,2,SPLIC,A5
3479,JU,AT7,0,1115,2,YUALV,C8
3480,A3,320,0,865,2,SXDVJ,A3
3481,LX,CS3,0,880,2,HBJCT,C1
3482,OS,DH4,0,910,2,OELGB,A2
3483,WZZ,32A,0,1060,2,HALYR,A8
3484,YM,E95,0,975,2,4OAOA,A4
3485,JU,319,0,1025,2,YUAPD,C6
3486,JU,AT7,0,1145,2,YUALP,C9
3487,JU,319,0,1080,2,YUAPC,C2
3488,LO,E95,0,1015,2,SPLNA,C1
3489,LH,CR9,0,1015,2,DACKL,A3
3490,JU,AT7,0,1105,2,YUALO,C7
3491,JU,319,0,1085,2,YUAPJ,C4
3492,JU,319,0,1085,2,YUAPF,A2
3493,SANMAR,525C,0,1140,2,T7BSG,A13-4
3494,OS,DH4,0,1100,2,OELGA,A5
3495,SU,320,0,1125,2,VQBKT,A4
3496,YM,E95,0,1165,2,4OAOB,A3
3497,TK,32B,0,1225,2,TCJST,A1
3498,SU,32A,0,1415,2,VPBTC,C2
3499,EY,32A,3,320,1,A6EIW,A2
3500,JU,AT7,3,325,1,YUALN,C7
3501,JU,AT7,3,330,1,YUALT,C8
3502,TK,321,3,485,1,TCJMI,C6
3503,YM,E95,3,495,1,4OAOA,A4
3504,YM,E95,3,495,1,4OAOC,A3
3505,JU,319,3,520,1,YUAPC,C1
3506,RO,AT5,3,525,1,YRATA,A10
3507,JU,AT7,3,565,1,YUALN,C8
3508,MDF,SW4,3,590,1,SXBMT,A13-4
3509,QR,320,3,640,1,A7AHF,C6
3510,JU,AT7,3,645,1,YUALV,C9
3511,JU,319,3,655,1,YUAPF,A6
3512,JU,319,3,660,1,YUAPI,C5
3513,HV,73H,3,660,1,PHHZE,A5
3514,JU,319,3,660,1,YUAPJ,C2
3515,JU,AT7,3,665,1,YUALT,C10
3516,JU,AT7,3,680,1,YUALP,C7
3517,JU,AT7,3,685,1,YUALO,B4
3518,PC,73H,3,695,1,TCCRG,C1
3519,SU,32A,3,715,1,VQBRV,A1
3520,JU,319,3,735,1,YUAPA,A7
3521,FZ,7M8,3,735,1,A6FMI,A3
3522,REPSRP,525,3,740,1,E7SMS,A12-4
3523,JU,319,3,750,1,YUAPD,C2
3524,EZS,32A,3,755,1,HBJXL,C3
3525,LH,32A,3,760,1,DAIUP,A5
3526,LH,E95,3,760,1,DAEMD,A4
3527,LX,320,3,840,1,HBIJR,C1
3528,OS,DH4,3,850,1,OELGL,A3
3529,B2,CR2,3,870,1,EW303PJ,A4
3530,NJE,56X,3,930,1,CSDXR,A12-3
3531,YM,E95,3,935,1,4OAOA,A2
3532,JU,319,3,955,1,YUAPE,C1
3533,JU,AT7,3,960,1,YUALT,C7
3534,JU,319,3,960,1,YUAPA,C6
3535,JU,AT7,3,965,1,YUALN,C8
3536,JU,AT7,3,970,1,YUALO,C10
3537,JU,319,3,975,1,YUAPF,C4
3538,JU,AT7,3,975,1,YUALV,C9
3539,LH,CR9,3,980,1,DACKK,A5
3540,LO,E95,3,980,1,SPLNA,A3
3541,JU,AT7,3,1005,1,YUALP,A6
3542,JU,319,3,1005,1,YUAPJ,C3
3543,JU,319,3,1020,1,YUAPC,A1
3544,AXG,750,3,1020,1,DBEAR,A11-2
3545,AZ,320,3,1070,1,EIEIB,A2
3546,OS,DH4,3,1070,1,OELGP,C5
3547,SU,320,3,1075,1,VQBAY,A4
3548,YM,E95,3,1125,1,4OAOC,A3
3549,RO,AT5,3,1145,1,YRATB,C7
3550,TK,321,3,1170,1,TCJRF,C2
3551,OS,DH4,3,1290,1,OELGE,A6
3552,JU,AT7,3,1305,1,YUALO,C10
3553,JU,AT7,3,1310,1,YUALP,C8
3554,SU,32A,3,1315,1,VPBFA,C3
3555,JU,AT7,3,1340,1,YUALN,C7
3556,JU,319,3,1350,1,YUAPC,C6
3557,JU,319,3,1360,1,YUAPA,C1
3558,JU,319,3,1360,1,YUAPF,C4
3559,JU,319,3,1375,1,YUAPD,A1
3560,WZZ,32A,3,1375,1,HALYR,A4
3561,JU,319,3,1380,1,YUAPI,C2
3562,LH,320,3,1415,1,DAIQW,A3
3563,WZZ,320,4,35,2,HALWC,A5
3564,EY,32A,4,320,2,A6EJA,A2
3565,TK,73H,4,485,2,TCJFV,A1
3566,YM,E95,4,495,2,4OAOA,A5
3567,YM,E95,4,495,2,4OAOC,A4
3568,EZS,319,4,510,2,HBJYG,A3
3569,RO,AT5,4,525,2,YRATE,C7
3570,JU,319,4,560,2,YUAPF,C1
3571,JU,AT7,4,565,2,YUALO,C10
3572,MDF,SW4,4,590,2,SXBMT,A11-1
3573,WZZ,32A,4,600,2,HALYR,A7
3574,QR,321,4,640,2,A7ADT,A1
3575,JU,AT7,4,645,2,YUALV,C9
3576,JU,319,4,650,2,YUAPE,C4
3577,AZ,319,4,650,2,EIIMI,A4
3578,MDF,SW4,4,660,2,SXBGU,A13-4
3579,JU,319,4,660,2,YUAPC,C2
3580,JU,733,4,660,2,YUANK,A6
3581,JU,AT7,4,665,2,YUALP,C8
3582,JU,AT7,4,665,2,YUALN,C7
3583,JU,319,4,670,2,YUAPA,C6
3584,KK,320,4,675,2,TCATT,A5
3585,WZZ,320,4,690,2,HALWC,A8
3586,JU,319,4,695,2,YUAPI,C5
3587,PC,3N0,4,695,2,TCNBF,C3
3588,SU,32A,4,715,2,VPBAD,A3
3589,JU,319,4,750,2,YUAPD,C1
3590,EZY,32A,4,755,2,OEIJJ,A1
3591,LH,321,4,760,2,DAIDC,A7
3592,JU,AT7,4,765,2,YUALV,C9
